Invoice_Number,Amount,Posting_Date,Vendor_Name,GL_Account,Created_By,Approved_By,Entry_Type,Description
INV-11685,2303.61,2026-03-10,Metro Facilities,6040-Freight & Delivery,alice.smith,bruce.wayne,AP_INVOICE,Payment for standard services INV-11685
INV-11686,3271.21,2026-03-05,Metro Facilities,6040-Freight & Delivery,alice.smith,frank.castle,AP_INVOICE,Payment for standard services INV-11686
INV-11687,3902.02,2026-03-17,OfficeDepot Co,6010-Office Expense,bob.jones,frank.castle,AP_INVOICE,Payment for standard services INV-11687
INV-11688,3392.57,2026-03-03,OfficeDepot Co,6050-Maintenance,emily.watson,bruce.wayne,AP_INVOICE,Payment for standard services INV-11688
INV-11689,851.79,2026-03-28,Metro Facilities,6030-Consulting Fees,emily.watson,bruce.wayne,AP_INVOICE,Payment for standard services INV-11689
INV-11690,2094.19,2026-03-16,OfficeDepot Co,6040-Freight & Delivery,alice.smith,bruce.wayne,AP_INVOICE,Payment for standard services INV-11690
INV-11691,2576.64,2026-03-23,CloudScale Networks,6050-Maintenance,charlie.brown,diana.prince,AP_INVOICE,Payment for standard services INV-11691
INV-11692,4952.68,2026-03-02,OfficeDepot Co,6050-Maintenance,emily.watson,diana.prince,AP_INVOICE,Payment for standard services INV-11692
INV-11693,3680.54,2026-03-22,CloudScale Networks,6010-Office Expense,alice.smith,frank.castle,AP_INVOICE,Payment for standard services INV-11693
INV-11694,4093.12,2026-03-13,CloudScale Networks,6010-Office Expense,bob.jones,bruce.wayne,AP_INVOICE,Payment for standard services INV-11694
INV-11695,2740.5,2026-03-02,TechSupplies Inc,6010-Office Expense,charlie.brown,diana.prince,AP_INVOICE,Payment for standard services INV-11695
INV-11696,1217.89,2026-03-11,OfficeDepot Co,6050-Maintenance,alice.smith,diana.prince,AP_INVOICE,Payment for standard services INV-11696
INV-11697,2304.31,2026-03-09,CloudScale Networks,6050-Maintenance,bob.jones,diana.prince,AP_INVOICE,Payment for standard services INV-11697
INV-11698,3701.44,2026-03-27,CloudScale Networks,6020-IT Cloud Infra,bob.jones,frank.castle,AP_INVOICE,Payment for standard services INV-11698
INV-11699,4290.48,2026-03-22,TechSupplies Inc,6050-Maintenance,alice.smith,bruce.wayne,AP_INVOICE,Payment for standard services INV-11699
INV-11700,221.38,2026-03-19,CloudScale Networks,6010-Office Expense,charlie.brown,frank.castle,AP_INVOICE,Payment for standard services INV-11700
INV-11701,725.03,2026-03-27,CloudScale Networks,6050-Maintenance,emily.watson,diana.prince,AP_INVOICE,Payment for standard services INV-11701
INV-11702,4244.24,2026-03-18,Metro Facilities,6030-Consulting Fees,charlie.brown,bruce.wayne,AP_INVOICE,Payment for standard services INV-11702
INV-11703,4874.05,2026-03-19,Delta Freight,6040-Freight & Delivery,emily.watson,diana.prince,AP_INVOICE,Payment for standard services INV-11703
INV-11704,3950.73,2026-03-08,OfficeDepot Co,6010-Office Expense,alice.smith,frank.castle,AP_INVOICE,Payment for standard services INV-11704
INV-11705,2731.07,2026-03-13,TechSupplies Inc,6020-IT Cloud Infra,charlie.brown,frank.castle,AP_INVOICE,Payment for standard services INV-11705
INV-11706,895.81,2026-03-19,CloudScale Networks,6030-Consulting Fees,alice.smith,bruce.wayne,AP_INVOICE,Payment for standard services INV-11706
INV-11707,2717.95,2026-03-20,Metro Facilities,6050-Maintenance,charlie.brown,frank.castle,AP_INVOICE,Payment for standard services INV-11707
INV-11708,3516.86,2026-03-21,TechSupplies Inc,6050-Maintenance,emily.watson,frank.castle,AP_INVOICE,Payment for standard services INV-11708
INV-11709,1710.54,2026-03-05,OfficeDepot Co,6020-IT Cloud Infra,charlie.brown,diana.prince,AP_INVOICE,Payment for standard services INV-11709
INV-11710,4188.45,2026-03-03,OfficeDepot Co,6010-Office Expense,bob.jones,frank.castle,AP_INVOICE,Payment for standard services INV-11710
INV-11711,3560.81,2026-03-14,Metro Facilities,6010-Office Expense,charlie.brown,diana.prince,AP_INVOICE,Payment for standard services INV-11711
INV-11712,3476.29,2026-03-09,TechSupplies Inc,6050-Maintenance,emily.watson,diana.prince,AP_INVOICE,Payment for standard services INV-11712
INV-11713,1107.48,2026-03-12,Delta Freight,6050-Maintenance,bob.jones,bruce.wayne,AP_INVOICE,Payment for standard services INV-11713
INV-11714,1778.21,2026-03-25,CloudScale Networks,6010-Office Expense,alice.smith,diana.prince,AP_INVOICE,Payment for standard services INV-11714
INV-11715,1674.01,2026-03-16,Metro Facilities,6040-Freight & Delivery,alice.smith,bruce.wayne,AP_INVOICE,Payment for standard services INV-11715
INV-11716,3854.85,2026-03-05,CloudScale Networks,6040-Freight & Delivery,emily.watson,bruce.wayne,AP_INVOICE,Payment for standard services INV-11716
INV-11717,654.05,2026-03-11,Metro Facilities,6030-Consulting Fees,charlie.brown,diana.prince,AP_INVOICE,Payment for standard services INV-11717
INV-11718,557.17,2026-03-14,CloudScale Networks,6010-Office Expense,alice.smith,diana.prince,AP_INVOICE,Payment for standard services INV-11718
INV-11719,5062.1,2026-03-28,Metro Facilities,6050-Maintenance,alice.smith,diana.prince,AP_INVOICE,Payment for standard services INV-11719
INV-11720,4637.54,2026-03-06,TechSupplies Inc,6010-Office Expense,bob.jones,frank.castle,AP_INVOICE,Payment for standard services INV-11720
INV-11721,1726.94,2026-03-20,Metro Facilities,6020-IT Cloud Infra,charlie.brown,diana.prince,AP_INVOICE,Payment for standard services INV-11721
INV-11722,3519.58,2026-03-07,TechSupplies Inc,6010-Office Expense,charlie.brown,bruce.wayne,AP_INVOICE,Payment for standard services INV-11722
INV-11723,3986.12,2026-03-10,OfficeDepot Co,6020-IT Cloud Infra,emily.watson,bruce.wayne,AP_INVOICE,Payment for standard services INV-11723
INV-11724,5180.11,2026-03-23,OfficeDepot Co,6020-IT Cloud Infra,charlie.brown,frank.castle,AP_INVOICE,Payment for standard services INV-11724
INV-11725,881.68,2026-03-03,OfficeDepot Co,6040-Freight & Delivery,emily.watson,frank.castle,AP_INVOICE,Payment for standard services INV-11725
INV-11726,796.7,2026-03-18,Metro Facilities,6020-IT Cloud Infra,charlie.brown,bruce.wayne,AP_INVOICE,Payment for standard services INV-11726
INV-11727,1974.74,2026-03-15,CloudScale Networks,6010-Office Expense,bob.jones,bruce.wayne,AP_INVOICE,Payment for standard services INV-11727
INV-11728,2746.58,2026-03-09,TechSupplies Inc,6010-Office Expense,emily.watson,diana.prince,AP_INVOICE,Payment for standard services INV-11728
INV-11729,2073.6,2026-03-13,TechSupplies Inc,6010-Office Expense,charlie.brown,bruce.wayne,AP_INVOICE,Payment for standard services INV-11729
INV-11730,4622.99,2026-03-07,Delta Freight,6040-Freight & Delivery,alice.smith,diana.prince,AP_INVOICE,Payment for standard services INV-11730
INV-11731,3517.66,2026-03-18,Metro Facilities,6010-Office Expense,charlie.brown,diana.prince,AP_INVOICE,Payment for standard services INV-11731
INV-11732,5334.6,2026-03-07,Metro Facilities,6030-Consulting Fees,charlie.brown,bruce.wayne,AP_INVOICE,Payment for standard services INV-11732
INV-11733,2348.39,2026-03-24,Metro Facilities,6040-Freight & Delivery,emily.watson,bruce.wayne,AP_INVOICE,Payment for standard services INV-11733
INV-11734,4667.08,2026-03-15,Metro Facilities,6040-Freight & Delivery,charlie.brown,bruce.wayne,AP_INVOICE,Payment for standard services INV-11734
INV-11735,3847.02,2026-03-15,Metro Facilities,6030-Consulting Fees,bob.jones,frank.castle,AP_INVOICE,Payment for standard services INV-11735
INV-11736,5240.1,2026-03-09,CloudScale Networks,6010-Office Expense,charlie.brown,bruce.wayne,AP_INVOICE,Payment for standard services INV-11736
INV-11737,1297.4,2026-03-13,Metro Facilities,6030-Consulting Fees,charlie.brown,bruce.wayne,AP_INVOICE,Payment for standard services INV-11737
INV-11738,1396.32,2026-03-10,OfficeDepot Co,6030-Consulting Fees,alice.smith,diana.prince,AP_INVOICE,Payment for standard services INV-11738
INV-11739,1989.9,2026-03-01,OfficeDepot Co,6020-IT Cloud Infra,emily.watson,frank.castle,AP_INVOICE,Payment for standard services INV-11739
INV-11740,2598.38,2026-03-02,OfficeDepot Co,6040-Freight & Delivery,bob.jones,frank.castle,AP_INVOICE,Payment for standard services INV-11740
INV-11741,796.85,2026-03-15,Metro Facilities,6050-Maintenance,charlie.brown,diana.prince,AP_INVOICE,Payment for standard services INV-11741
INV-11742,3921.42,2026-03-08,OfficeDepot Co,6030-Consulting Fees,emily.watson,diana.prince,AP_INVOICE,Payment for standard services INV-11742
INV-11743,1190.86,2026-03-21,Metro Facilities,6010-Office Expense,bob.jones,diana.prince,AP_INVOICE,Payment for standard services INV-11743
INV-11744,3443.03,2026-03-18,Delta Freight,6050-Maintenance,charlie.brown,diana.prince,AP_INVOICE,Payment for standard services INV-11744
INV-11745,882.06,2026-03-28,OfficeDepot Co,6030-Consulting Fees,alice.smith,bruce.wayne,AP_INVOICE,Payment for standard services INV-11745
INV-11746,2649.9,2026-03-04,TechSupplies Inc,6050-Maintenance,bob.jones,frank.castle,AP_INVOICE,Payment for standard services INV-11746
INV-11747,2260.92,2026-03-11,Metro Facilities,6010-Office Expense,bob.jones,diana.prince,AP_INVOICE,Payment for standard services INV-11747
INV-11748,4527.57,2026-03-05,Delta Freight,6010-Office Expense,emily.watson,frank.castle,AP_INVOICE,Payment for standard services INV-11748
INV-11749,3050.02,2026-03-12,OfficeDepot Co,6030-Consulting Fees,emily.watson,bruce.wayne,AP_INVOICE,Payment for standard services INV-11749
INV-11750,5154.05,2026-03-02,Metro Facilities,6010-Office Expense,bob.jones,frank.castle,AP_INVOICE,Payment for standard services INV-11750
INV-11751,913.49,2026-03-07,Metro Facilities,6010-Office Expense,alice.smith,bruce.wayne,AP_INVOICE,Payment for standard services INV-11751
INV-11752,3301.57,2026-03-13,Metro Facilities,6050-Maintenance,charlie.brown,diana.prince,AP_INVOICE,Payment for standard services INV-11752
INV-11753,971.98,2026-03-08,CloudScale Networks,6040-Freight & Delivery,alice.smith,diana.prince,AP_INVOICE,Payment for standard services INV-11753
INV-11754,5364.09,2026-03-26,Metro Facilities,6040-Freight & Delivery,alice.smith,bruce.wayne,AP_INVOICE,Payment for standard services INV-11754
INV-11755,2390.68,2026-03-09,Metro Facilities,6050-Maintenance,emily.watson,frank.castle,AP_INVOICE,Payment for standard services INV-11755
INV-11756,2978.09,2026-03-08,CloudScale Networks,6030-Consulting Fees,bob.jones,frank.castle,AP_INVOICE,Payment for standard services INV-11756
INV-11757,4017.27,2026-03-14,TechSupplies Inc,6020-IT Cloud Infra,emily.watson,bruce.wayne,AP_INVOICE,Payment for standard services INV-11757
INV-11758,1968.56,2026-03-16,Metro Facilities,6010-Office Expense,charlie.brown,bruce.wayne,AP_INVOICE,Payment for standard services INV-11758
INV-11759,2668.59,2026-03-08,Delta Freight,6020-IT Cloud Infra,bob.jones,bruce.wayne,AP_INVOICE,Payment for standard services INV-11759
INV-11760,2718.16,2026-03-11,Metro Facilities,6020-IT Cloud Infra,charlie.brown,frank.castle,AP_INVOICE,Payment for standard services INV-11760
INV-11761,586.21,2026-03-16,Delta Freight,6050-Maintenance,bob.jones,bruce.wayne,AP_INVOICE,Payment for standard services INV-11761
INV-11762,4316.12,2026-03-04,CloudScale Networks,6040-Freight & Delivery,alice.smith,diana.prince,AP_INVOICE,Payment for standard services INV-11762
INV-11763,4073.95,2026-03-27,Delta Freight,6010-Office Expense,bob.jones,diana.prince,AP_INVOICE,Payment for standard services INV-11763
INV-11764,3707.41,2026-03-12,TechSupplies Inc,6020-IT Cloud Infra,emily.watson,frank.castle,AP_INVOICE,Payment for standard services INV-11764
INV-11765,3549.03,2026-03-27,CloudScale Networks,6030-Consulting Fees,alice.smith,frank.castle,AP_INVOICE,Payment for standard services INV-11765
INV-11766,3990.29,2026-03-24,Metro Facilities,6010-Office Expense,alice.smith,diana.prince,AP_INVOICE,Payment for standard services INV-11766
INV-11767,5890.76,2026-03-25,Delta Freight,6040-Freight & Delivery,emily.watson,frank.castle,AP_INVOICE,Payment for standard services INV-11767
INV-11768,973.45,2026-03-01,CloudScale Networks,6050-Maintenance,alice.smith,diana.prince,AP_INVOICE,Payment for standard services INV-11768
INV-11769,2260.81,2026-03-06,Delta Freight,6040-Freight & Delivery,charlie.brown,frank.castle,AP_INVOICE,Payment for standard services INV-11769
INV-11770,3264.31,2026-03-11,TechSupplies Inc,6020-IT Cloud Infra,charlie.brown,frank.castle,AP_INVOICE,Payment for standard services INV-11770
INV-11771,2615.48,2026-03-11,Metro Facilities,6050-Maintenance,emily.watson,frank.castle,AP_INVOICE,Payment for standard services INV-11771
INV-11772,4007.01,2026-03-17,CloudScale Networks,6010-Office Expense,bob.jones,frank.castle,AP_INVOICE,Payment for standard services INV-11772
INV-11773,4545.86,2026-03-06,OfficeDepot Co,6010-Office Expense,charlie.brown,frank.castle,AP_INVOICE,Payment for standard services INV-11773
INV-11774,1433.29,2026-03-09,Delta Freight,6020-IT Cloud Infra,bob.jones,frank.castle,AP_INVOICE,Payment for standard services INV-11774
INV-11775,5791.36,2026-03-07,CloudScale Networks,6030-Consulting Fees,bob.jones,diana.prince,AP_INVOICE,Payment for standard services INV-11775
INV-11776,2909.9,2026-03-18,CloudScale Networks,6010-Office Expense,alice.smith,bruce.wayne,AP_INVOICE,Payment for standard services INV-11776
INV-11777,765.24,2026-03-19,TechSupplies Inc,6030-Consulting Fees,bob.jones,frank.castle,AP_INVOICE,Payment for standard services INV-11777
INV-11778,2479.88,2026-03-23,CloudScale Networks,6040-Freight & Delivery,charlie.brown,diana.prince,AP_INVOICE,Payment for standard services INV-11778
INV-11779,4776.65,2026-03-03,Delta Freight,6040-Freight & Delivery,emily.watson,frank.castle,AP_INVOICE,Payment for standard services INV-11779
INV-11780,5864.92,2026-03-26,TechSupplies Inc,6030-Consulting Fees,alice.smith,bruce.wayne,AP_INVOICE,Payment for standard services INV-11780
INV-11781,494.23,2026-03-15,CloudScale Networks,6050-Maintenance,charlie.brown,frank.castle,AP_INVOICE,Payment for standard services INV-11781
INV-11782,3017.27,2026-03-04,TechSupplies Inc,6030-Consulting Fees,alice.smith,frank.castle,AP_INVOICE,Payment for standard services INV-11782
INV-11783,5185.2,2026-03-21,OfficeDepot Co,6020-IT Cloud Infra,alice.smith,bruce.wayne,AP_INVOICE,Payment for standard services INV-11783
INV-11784,696.61,2026-03-16,Delta Freight,6020-IT Cloud Infra,bob.jones,frank.castle,AP_INVOICE,Payment for standard services INV-11784
INV-11785,4145.1,2026-03-21,Delta Freight,6030-Consulting Fees,bob.jones,diana.prince,AP_INVOICE,Payment for standard services INV-11785
INV-11786,5693.53,2026-03-16,CloudScale Networks,6010-Office Expense,emily.watson,diana.prince,AP_INVOICE,Payment for standard services INV-11786
INV-11787,1417.78,2026-03-09,CloudScale Networks,6010-Office Expense,emily.watson,bruce.wayne,AP_INVOICE,Payment for standard services INV-11787
INV-11788,3586.46,2026-03-22,CloudScale Networks,6030-Consulting Fees,emily.watson,bruce.wayne,AP_INVOICE,Payment for standard services INV-11788
INV-11789,5779.56,2026-03-26,CloudScale Networks,6030-Consulting Fees,emily.watson,frank.castle,AP_INVOICE,Payment for standard services INV-11789
INV-11790,3440.68,2026-03-08,Metro Facilities,6040-Freight & Delivery,charlie.brown,diana.prince,AP_INVOICE,Payment for standard services INV-11790
INV-11791,4459.31,2026-03-08,OfficeDepot Co,6040-Freight & Delivery,emily.watson,frank.castle,AP_INVOICE,Payment for standard services INV-11791
INV-11792,1076.61,2026-03-23,Delta Freight,6030-Consulting Fees,alice.smith,frank.castle,AP_INVOICE,Payment for standard services INV-11792
INV-11793,877.45,2026-03-08,Delta Freight,6040-Freight & Delivery,emily.watson,bruce.wayne,AP_INVOICE,Payment for standard services INV-11793
INV-11794,1360.17,2026-03-25,CloudScale Networks,6040-Freight & Delivery,alice.smith,bruce.wayne,AP_INVOICE,Payment for standard services INV-11794
INV-11795,3553.86,2026-03-13,Delta Freight,6040-Freight & Delivery,emily.watson,frank.castle,AP_INVOICE,Payment for standard services INV-11795
INV-11796,418.54,2026-03-27,Delta Freight,6020-IT Cloud Infra,charlie.brown,bruce.wayne,AP_INVOICE,Payment for standard services INV-11796
INV-11797,2264.72,2026-03-07,CloudScale Networks,6050-Maintenance,bob.jones,bruce.wayne,AP_INVOICE,Payment for standard services INV-11797
INV-11798,1240.92,2026-03-20,Metro Facilities,6050-Maintenance,charlie.brown,diana.prince,AP_INVOICE,Payment for standard services INV-11798
INV-11799,5101.1,2026-03-11,TechSupplies Inc,6040-Freight & Delivery,alice.smith,bruce.wayne,AP_INVOICE,Payment for standard services INV-11799
INV-11800,4931.4,2026-03-07,Metro Facilities,6010-Office Expense,alice.smith,bruce.wayne,AP_INVOICE,Payment for standard services INV-11800
INV-11801,1202.52,2026-03-08,CloudScale Networks,6050-Maintenance,emily.watson,bruce.wayne,AP_INVOICE,Payment for standard services INV-11801
INV-11802,969.65,2026-03-18,OfficeDepot Co,6030-Consulting Fees,emily.watson,diana.prince,AP_INVOICE,Payment for standard services INV-11802
INV-11803,5295.46,2026-03-13,TechSupplies Inc,6010-Office Expense,alice.smith,bruce.wayne,AP_INVOICE,Payment for standard services INV-11803
INV-11804,926.18,2026-03-21,OfficeDepot Co,6030-Consulting Fees,alice.smith,diana.prince,AP_INVOICE,Payment for standard services INV-11804
INV-11805,1910.17,2026-03-13,OfficeDepot Co,6010-Office Expense,emily.watson,bruce.wayne,AP_INVOICE,Payment for standard services INV-11805
INV-11806,3768.51,2026-03-17,OfficeDepot Co,6010-Office Expense,alice.smith,diana.prince,AP_INVOICE,Payment for standard services INV-11806
INV-11807,4390.55,2026-03-27,Delta Freight,6010-Office Expense,alice.smith,bruce.wayne,AP_INVOICE,Payment for standard services INV-11807
INV-11808,4946.79,2026-03-27,TechSupplies Inc,6050-Maintenance,emily.watson,diana.prince,AP_INVOICE,Payment for standard services INV-11808
INV-11809,1986.61,2026-03-09,OfficeDepot Co,6040-Freight & Delivery,alice.smith,frank.castle,AP_INVOICE,Payment for standard services INV-11809
INV-11810,783.77,2026-03-14,Metro Facilities,6040-Freight & Delivery,emily.watson,frank.castle,AP_INVOICE,Payment for standard services INV-11810
